lga,name,postcode,assault_rate
ALBURY CITY,ALBURY,2640,1376.2
ALBURY CITY,EAST ALBURY,2640,1376.2
ALBURY CITY,ETTAMOGAH,2640,1376.2
ALBURY CITY,GLENROY,2640,1376.2
ALBURY CITY,HAMILTON VALLEY,2641,1376.2
ALBURY CITY,JINDERA,2642,1376.2
ALBURY CITY,LAKE HUME VILLAGE,3691,1376.2
ALBURY CITY,LAVINGTON,2641,1376.2
ALBURY CITY,NORTH ALBURY,2640,1376.2
ALBURY CITY,SOUTH ALBURY,2640,1376.2
ALBURY CITY,SPLITTERS CREEK,2640,1376.2
ALBURY CITY,SPRINGDALE HEIGHTS,2641,1376.2
ALBURY CITY,TABLE TOP,2640,1376.2
ALBURY CITY,THURGOONA,2640,1376.2
ALBURY CITY,WEST ALBURY,2640,1376.2
ALBURY CITY,WIRLINGA,2640,1376.2
ARMIDALE REGIONAL,ABERFOYLE,2350,1393.8
ARMIDALE REGIONAL,ARMIDALE,2350,1393.8
ARMIDALE REGIONAL,BACKWATER,2365,1393.8
ARMIDALE REGIONAL,BALD BLAIR,2365,1393.8
ARMIDALE REGIONAL,BALDERSLEIGH,2365,1393.8
ARMIDALE REGIONAL,BEN LOMOND,2365,1393.8
ARMIDALE REGIONAL,BLACK MOUNTAIN,2365,1393.8
ARMIDALE REGIONAL,BOOROLONG,2350,1393.8
ARMIDALE REGIONAL,BRIARBROOK,2365,1393.8
ARMIDALE REGIONAL,BROCKLEY,2365,1393.8
ARMIDALE REGIONAL,BRUSHY CREEK,2365,1393.8
ARMIDALE REGIONAL,CARRAI,2440,1393.8
ARMIDALE REGIONAL,CASTLE DOYLE,2350,1393.8
ARMIDALE REGIONAL,DANGARSLEIGH,2350,1393.8
ARMIDALE REGIONAL,DONALD CREEK,2350,1393.8
ARMIDALE REGIONAL,DUMARESQ,2350,1393.8
ARMIDALE REGIONAL,DUVAL,2350,1393.8
ARMIDALE REGIONAL,EBOR,2453,1393.8
ARMIDALE REGIONAL,ENMORE,2350,1393.8
ARMIDALE REGIONAL,FALCONER,2365,1393.8
ARMIDALE REGIONAL,GREEN HILLS,2365,1393.8
ARMIDALE REGIONAL,GUYRA,2365,1393.8
ARMIDALE REGIONAL,HERNANI,2453,1393.8
ARMIDALE REGIONAL,HILLGROVE,2350,1393.8
ARMIDALE REGIONAL,JEOGLA,2350,1393.8
ARMIDALE REGIONAL,KELLYS PLAINS,2350,1393.8
ARMIDALE REGIONAL,KOOKABOOKRA,2370,1393.8
ARMIDALE REGIONAL,LLANGOTHLIN,2365,1393.8
ARMIDALE REGIONAL,LOWER CREEK,2440,1393.8
ARMIDALE REGIONAL,LYNDHURST,2350,1393.8
ARMIDALE REGIONAL,METZ,2350,1393.8
ARMIDALE REGIONAL,NEW VALLEY,2365,1393.8
ARMIDALE REGIONAL,OBAN,2365,1393.8
ARMIDALE REGIONAL,PUDDLEDOCK,2350,1393.8
ARMIDALE REGIONAL,SOUTH GUYRA,2365,1393.8
ARMIDALE REGIONAL,TENTERDEN,2365,1393.8
ARMIDALE REGIONAL,THALGARRAH,2350,1393.8
ARMIDALE REGIONAL,THE GULF,2365,1393.8
ARMIDALE REGIONAL,TILBUSTER,2350,1393.8
ARMIDALE REGIONAL,TINGHA,2369,1393.8
ARMIDALE REGIONAL,TUBBAMURRA,2365,1393.8
ARMIDALE REGIONAL,WANDSWORTH,2365,1393.8
ARMIDALE REGIONAL,WARDS MISTAKE,2350,1393.8
ARMIDALE REGIONAL,WOLLOMOMBI,2350,1393.8
ARMIDALE REGIONAL,WONGWIBINDA,2350,1393.8
BALLINA,ALSTONVALE,2477,674.5
BALLINA,ALSTONVILLE,2477,674.5
BALLINA,BAGOTVILLE,2477,674.5
BALLINA,BALLINA,2478,674.5
BALLINA,BROKEN HEAD,2481,674.5
BALLINA,BROOKLET,2479,674.5
BALLINA,CABBAGE TREE ISLAND,2477,674.5
BALLINA,COOLGARDIE,2478,674.5
BALLINA,CUMBALUM,2478,674.5
BALLINA,DALWOOD,2477,674.5
BALLINA,EAST BALLINA,2478,674.5
BALLINA,EAST WARDELL,2477,674.5
BALLINA,EMPIRE VALE,2478,674.5
BALLINA,FERNLEIGH,2479,674.5
BALLINA,GOAT ISLAND,2477,674.5
BALLINA,KEITH HALL,2478,674.5
BALLINA,KINVARA,2478,674.5
BALLINA,KNOCKROW,2479,674.5
BALLINA,LENNOX HEAD,2478,674.5
BALLINA,LYNWOOD,2477,674.5
BALLINA,MAROM CREEK,2480,674.5
BALLINA,MCLEANS RIDGES,2480,674.5
BALLINA,MEERSCHAUM VALE,2477,674.5
BALLINA,NEWRYBAR,2479,674.5
BALLINA,PATCHS BEACH,2478,674.5
BALLINA,PEARCES CREEK,2477,674.5
BALLINA,PIMLICO,2478,674.5
BALLINA,PIMLICO ISLAND,2478,674.5
BALLINA,ROUS,2477,674.5
BALLINA,ROUS MILL,2477,674.5
BALLINA,SKENNARS HEAD,2478,674.5
BALLINA,SOUTH BALLINA,2478,674.5
BALLINA,TEVEN,2478,674.5
BALLINA,TINTENBAR,2478,674.5
BALLINA,TUCKOMBIL,2477,674.5
BALLINA,URALBA,2477,674.5
BALLINA,WARDELL,2477,674.5
BALLINA,WEST BALLINA,2478,674.5
BALLINA,WOLLONGBAR,2477,674.5
BALRANALD,ARUMPO,2715,n.c.
BALRANALD,BALRANALD,2715,n.c.
BALRANALD,BOOLIGAL,2711,n.c.
BALRANALD,CLARE,2711,n.c.
BALRANALD,CORRONG,2711,n.c.
BALRANALD,EUSTON,2737,n.c.
BALRANALD,HATFIELD,2715,n.c.
BALRANALD,IVANHOE,2878,n.c.
BALRANALD,KYALITE,2715,n.c.
BALRANALD,MOSSGIEL,2878,n.c.
BALRANALD,MUNGO,2715,n.c.
BALRANALD,OXLEY,2711,n.c.
BATHURST REGIONAL,ABERCROMBIE,2795,1437.5
BATHURST REGIONAL,ABERCROMBIE RIVER,2795,1437.5
BATHURST REGIONAL,ARKELL,2795,1437.5
BATHURST REGIONAL,BALD RIDGE,2795,1437.5
BATHURST REGIONAL,BATHAMPTON,2795,1437.5
BATHURST REGIONAL,BATHURST,2795,1437.5
BATHURST REGIONAL,BILLYWILLINGA,2795,1437.5
BATHURST REGIONAL,BREWONGLE,2795,1437.5
BATHURST REGIONAL,BRUINBUN,2795,1437.5
BATHURST REGIONAL,CALOOLA,2795,1437.5
BATHURST REGIONAL,CHARLTON,2795,1437.5
BATHURST REGIONAL,CLEAR CREEK,2795,1437.5
BATHURST REGIONAL,COLO,2795,1437.5
BATHURST REGIONAL,COPPERHANNIA,2795,1437.5
BATHURST REGIONAL,COW FLAT,2795,1437.5
BATHURST REGIONAL,CRUDINE,2795,1437.5
BATHURST REGIONAL,CURRAGH,2795,1437.5
BATHURST REGIONAL,DUNKELD,2795,1437.5
BATHURST REGIONAL,DURAMANA,2795,1437.5
BATHURST REGIONAL,EGLINTON,2795,1437.5
BATHURST REGIONAL,EVANS PLAINS,2795,1437.5
BATHURST REGIONAL,FITZGERALDS MOUNT,2799,1437.5
BATHURST REGIONAL,FITZGERALDS VALLEY,2795,1437.5
BATHURST REGIONAL,FOREST GROVE,2795,1437.5
BATHURST REGIONAL,FOSTERS VALLEY,2795,1437.5
BATHURST REGIONAL,FREEMANTLE,2795,1437.5
BATHURST REGIONAL,GEMALLA,2795,1437.5
BATHURST REGIONAL,GEORGES PLAINS,2795,1437.5
BATHURST REGIONAL,GLANMIRE,2795,1437.5
BATHURST REGIONAL,GORMANS HILL,2795,1437.5
BATHURST REGIONAL,GOWAN,2795,1437.5
BATHURST REGIONAL,HILL END,2850,1437.5
BATHURST REGIONAL,KELSO,2795,1437.5
BATHURST REGIONAL,KILLONGBUTTA,2795,1437.5
BATHURST REGIONAL,KIRKCONNELL,2795,1437.5
BATHURST REGIONAL,LAFFING WATERS,2795,1437.5
BATHURST REGIONAL,LIMEKILNS,2795,1437.5
BATHURST REGIONAL,LLANARTH,2795,1437.5
BATHURST REGIONAL,LOCKSLEY,2795,1437.5
BATHURST REGIONAL,MEADOW FLAT,2795,1437.5
BATHURST REGIONAL,MILKERS FLAT,2795,1437.5
BATHURST REGIONAL,MILLAH MURRAH,2795,1437.5
BATHURST REGIONAL,MITCHELL,2795,1437.5
BATHURST REGIONAL,MOUNT PANORAMA,2795,1437.5
BATHURST REGIONAL,MOUNT RANKIN,2795,1437.5
BATHURST REGIONAL,NAPOLEON REEF,2795,1437.5
BATHURST REGIONAL,O'CONNELL,2795,1437.5
BATHURST REGIONAL,ORTON PARK,2795,1437.5
BATHURST REGIONAL,PALING YARDS,2795,1437.5
BATHURST REGIONAL,PEEL,2795,1437.5
BATHURST REGIONAL,PERTHVILLE,2795,1437.5
BATHURST REGIONAL,RAGLAN,2795,1437.5
BATHURST REGIONAL,ROBIN HILL,2795,1437.5
BATHURST REGIONAL,ROCK FOREST,2795,1437.5
BATHURST REGIONAL,ROCKLEY,2795,1437.5
BATHURST REGIONAL,ROCKLEY MOUNT,2795,1437.5
BATHURST REGIONAL,SALLYS FLAT,2850,1437.5
BATHURST REGIONAL,SOFALA,2795,1437.5
BATHURST REGIONAL,SOUTH BATHURST,2795,1437.5
BATHURST REGIONAL,STEWARTS MOUNT,2795,1437.5
BATHURST REGIONAL,SUNNY CORNER,2795,1437.5
BATHURST REGIONAL,TAMBAROORA,2850,1437.5
BATHURST REGIONAL,TANNAS MOUNT,2795,1437.5
BATHURST REGIONAL,TARANA,2787,1437.5
BATHURST REGIONAL,THE LAGOON,2795,1437.5
BATHURST REGIONAL,THE ROCKS,2795,1437.5
BATHURST REGIONAL,TRIANGLE FLAT,2795,1437.5
BATHURST REGIONAL,TRUNKEY CREEK,2795,1437.5
BATHURST REGIONAL,TURONDALE,2795,1437.5
BATHURST REGIONAL,UPPER TURON,2795,1437.5
BATHURST REGIONAL,VITTORIA,2799,1437.5
BATHURST REGIONAL,WALANG,2795,1437.5
BATHURST REGIONAL,WAMBOOL,2795,1437.5
BATHURST REGIONAL,WATTLE FLAT,2795,1437.5
BATHURST REGIONAL,WATTON,2795,1437.5
BATHURST REGIONAL,WEST BATHURST,2795,1437.5
BATHURST REGIONAL,WHITE ROCK,2795,1437.5
BATHURST REGIONAL,WIAGDON,2795,1437.5
BATHURST REGIONAL,WIMBLEDON,2795,1437.5
BATHURST REGIONAL,WINBURNDALE,2795,1437.5
BATHURST REGIONAL,WINDRADYNE,2795,1437.5
BATHURST REGIONAL,WISEMANS CREEK,2795,1437.5
BATHURST REGIONAL,YARRAS,2795,1437.5
BATHURST REGIONAL,YETHOLME,2795,1437.5
BAYSIDE,ARNCLIFFE,2205,590.3
BAYSIDE,BANKSIA,2216,590.3
BAYSIDE,BANKSMEADOW,2019,590.3
BAYSIDE,BARDWELL PARK,2207,590.3
BAYSIDE,BARDWELL VALLEY,2207,590.3
BAYSIDE,BEXLEY,2207,590.3
BAYSIDE,BEXLEY NORTH,2207,590.3
BAYSIDE,BOTANY,2019,590.3
BAYSIDE,BOTANY BAY,,590.3
BAYSIDE,BRIGHTON-LE-SANDS,2216,590.3
BAYSIDE,CARLTON,2218,590.3
BAYSIDE,DACEYVILLE,2032,590.3
BAYSIDE,DOLLS POINT,2219,590.3
BAYSIDE,EASTGARDENS,2036,590.3
BAYSIDE,EASTLAKES,2018,590.3
BAYSIDE,HILLSDALE,2036,590.3
BAYSIDE,KINGSGROVE,2208,590.3
BAYSIDE,KOGARAH,2217,590.3
BAYSIDE,KYEEMAGH,2216,590.3
BAYSIDE,MASCOT,2020,590.3
BAYSIDE,MONTEREY,2217,590.3
BAYSIDE,PAGEWOOD,2035,590.3
BAYSIDE,RAMSGATE,2217,590.3
BAYSIDE,RAMSGATE BEACH,2217,590.3
BAYSIDE,ROCKDALE,2216,590.3
BAYSIDE,ROSEBERY,2018,590.3
BAYSIDE,SANDRINGHAM,2219,590.3
BAYSIDE,SANS SOUCI,2219,590.3
BAYSIDE,TURRELLA,2205,590.3
BAYSIDE,WOLLI CREEK,2205,590.3
BEGA VALLEY,ANGLEDALE,2550,693.2
BEGA VALLEY,BALD HILLS,2549,693.2
BEGA VALLEY,BARRAGGA BAY,2546,693.2
BEGA VALLEY,BEGA,2550,693.2
BEGA VALLEY,BEMBOKA,2550,693.2
BEGA VALLEY,BERMAGUI,2546,693.2
BEGA VALLEY,BERRAMBOOL,2548,693.2
BEGA VALLEY,BLACK RANGE,2550,693.2
BEGA VALLEY,BOURNDA,2548,693.2
BEGA VALLEY,BOYDTOWN,2551,693.2
BEGA VALLEY,BROADWATER,2549,693.2
BEGA VALLEY,BROGO,2550,693.2
BEGA VALLEY,BUCKAJO,2550,693.2
BEGA VALLEY,BURRAGATE,2550,693.2
BEGA VALLEY,CANDELO,2550,693.2
BEGA VALLEY,CATHCART,2632,693.2
BEGA VALLEY,CHINNOCK,2550,693.2
BEGA VALLEY,COBARGO,2550,693.2
BEGA VALLEY,COOLAGOLITE,2550,693.2
BEGA VALLEY,COOLANGUBRA,2550,693.2
BEGA VALLEY,COOPERS GULLY,2550,693.2
BEGA VALLEY,CUTTAGEE,2546,693.2
BEGA VALLEY,DEVILS HOLE,2550,693.2
BEGA VALLEY,DIGNAMS CREEK,2546,693.2
BEGA VALLEY,DOCTOR GEORGE MOUNTAIN,2550,693.2
BEGA VALLEY,EDEN,2551,693.2
BEGA VALLEY,EDROM,2551,693.2
BEGA VALLEY,FROGS HOLLOW,2550,693.2
BEGA VALLEY,GLEN ALLEN,2631,693.2
BEGA VALLEY,GREEN CAPE,2551,693.2
BEGA VALLEY,GREENDALE,2550,693.2
BEGA VALLEY,GREENLANDS,2631,693.2
BEGA VALLEY,GREIGS FLAT,2549,693.2
BEGA VALLEY,JELLAT JELLAT,2550,693.2
BEGA VALLEY,KALARU,2550,693.2
BEGA VALLEY,KAMERUKA,2550,693.2
BEGA VALLEY,KANOONA,2550,693.2
BEGA VALLEY,KIAH,2551,693.2
BEGA VALLEY,KINGSWOOD,2550,693.2
BEGA VALLEY,LOCHIEL,2549,693.2
BEGA VALLEY,MERIMBULA,2548,693.2
BEGA VALLEY,MILLINGANDI,2549,693.2
BEGA VALLEY,MIRADOR,2548,693.2
BEGA VALLEY,MOGAREEKA,2550,693.2
BEGA VALLEY,MOGILLA,2550,693.2
BEGA VALLEY,MORANS CROSSING,2550,693.2
BEGA VALLEY,MOUNT DARRAGH,2632,693.2
BEGA VALLEY,MUMBULLA MOUNTAIN,2550,693.2
BEGA VALLEY,MURRAH,2546,693.2
BEGA VALLEY,MYRTLE MOUNTAIN,2550,693.2
BEGA VALLEY,NADGEE,2551,693.2
BEGA VALLEY,NARRABARBA,2551,693.2
BEGA VALLEY,NELSON,2550,693.2
BEGA VALLEY,NETHERCOTE,2549,693.2
BEGA VALLEY,NEW BUILDINGS,2550,693.2
BEGA VALLEY,NULLICA,2551,693.2
BEGA VALLEY,NUMBUGGA,2550,693.2
BEGA VALLEY,NUNGATTA,2551,693.2
BEGA VALLEY,NUNGATTA SOUTH,2551,693.2
BEGA VALLEY,PAMBULA,2549,693.2
BEGA VALLEY,PAMBULA BEACH,2549,693.2
BEGA VALLEY,PERICOE,2550,693.2
BEGA VALLEY,QUAAMA,2550,693.2
BEGA VALLEY,REEDY SWAMP,2550,693.2
BEGA VALLEY,ROCKY HALL,2550,693.2
BEGA VALLEY,SOUTH PAMBULA,2549,693.2
BEGA VALLEY,SOUTH WOLUMLA,2550,693.2
BEGA VALLEY,STEEPLE FLAT,2631,693.2
BEGA VALLEY,STONY CREEK,2550,693.2
BEGA VALLEY,TANJA,2550,693.2
BEGA VALLEY,TANTAWANGALO,2550,693.2
BEGA VALLEY,TARRAGANDA,2550,693.2
BEGA VALLEY,TATHRA,2550,693.2
BEGA VALLEY,TIMBILLICA,2551,693.2
BEGA VALLEY,TINPOT,2546,693.2
BEGA VALLEY,TOOTHDALE,2550,693.2
BEGA VALLEY,TOWAMBA,2550,693.2
BEGA VALLEY,TURA BEACH,2548,693.2
BEGA VALLEY,VERONA,2550,693.2
BEGA VALLEY,WADBILLIGA,2546,693.2
BEGA VALLEY,WALLAGA LAKE,2546,693.2
BEGA VALLEY,WALLAGOOT,2550,693.2
BEGA VALLEY,WANDELLA,2550,693.2
BEGA VALLEY,WAPENGO,2550,693.2
BEGA VALLEY,WOG WOG,2550,693.2
BEGA VALLEY,WOLUMLA,2550,693.2
BEGA VALLEY,WONBOYN,2551,693.2
BEGA VALLEY,WONBOYN NORTH,2551,693.2
BEGA VALLEY,WYNDHAM,2550,693.2
BEGA VALLEY,YAMBULLA,2550,693.2
BEGA VALLEY,YANKEES CREEK,2550,693.2
BEGA VALLEY,YELLOW PINCH,2548,693.2
BEGA VALLEY,YOWRIE,2550,693.2
BELLINGEN,BELLINGEN,2454,784.9
BELLINGEN,BIELSDOWN HILLS,2453,784.9
BELLINGEN,BOSTOBRICK,2453,784.9
BELLINGEN,BRIERFIELD,2454,784.9
BELLINGEN,BRINERVILLE,2454,784.9
BELLINGEN,CASCADE,2453,784.9
BELLINGEN,DARKWOOD,2454,784.9
BELLINGEN,DEER VALE,2453,784.9
BELLINGEN,DORRIGO,2453,784.9
BELLINGEN,DORRIGO MOUNTAIN,2453,784.9
BELLINGEN,FERNBROOK,2453,784.9
BELLINGEN,FERNMOUNT,2454,784.9
BELLINGEN,GLENIFFER,2454,784.9
BELLINGEN,HYDES CREEK,2454,784.9
BELLINGEN,KALANG,2454,784.9
BELLINGEN,KENNAICLE CREEK,2449,784.9
BELLINGEN,MEGAN,2453,784.9
BELLINGEN,MYLESTOM,2454,784.9
BELLINGEN,NEVER NEVER,2453,784.9
BELLINGEN,NORTH DORRIGO,2453,784.9
BELLINGEN,RALEIGH,2454,784.9
BELLINGEN,REPTON,2454,784.9
BELLINGEN,SPICKETTS CREEK,2454,784.9
BELLINGEN,TALLOWWOOD RIDGE,2453,784.9
BELLINGEN,THORA,2454,784.9
BELLINGEN,URUNGA,2455,784.9
BELLINGEN,VALERY,2454,784.9
BELLINGEN,VALLA,2448,784.9
BERRIGAN,BAROOGA,3644,697.1
BERRIGAN,BERRIGAN,2712,697.1
BERRIGAN,BOOMANOOMANA,2712,697.1
BERRIGAN,FINLEY,2713,697.1
BERRIGAN,LALALTY,3644,697.1
BERRIGAN,MULWALA,2647,697.1
BERRIGAN,OAKLANDS,2646,697.1
BERRIGAN,PINE LODGE,2714,697.1
BERRIGAN,SAVERNAKE,2646,697.1
BERRIGAN,TOCUMWAL,2714,697.1
BLACKTOWN,ACACIA GARDENS,2763,1082.1
BLACKTOWN,ANGUS,2765,1082.1
BLACKTOWN,ARNDELL PARK,2148,1082.1
BLACKTOWN,BIDWILL,2770,1082.1
BLACKTOWN,BLACKETT,2770,1082.1
BLACKTOWN,BLACKTOWN,2148,1082.1
BLACKTOWN,BUNGARRIBEE,2767,1082.1
BLACKTOWN,COLEBEE,2761,1082.1
BLACKTOWN,COLYTON,2760,1082.1
BLACKTOWN,DEAN PARK,2761,1082.1
BLACKTOWN,DHARRUK,2770,1082.1
BLACKTOWN,DOONSIDE,2767,1082.1
BLACKTOWN,EASTERN CREEK,2766,1082.1
BLACKTOWN,EMERTON,2770,1082.1
BLACKTOWN,GLENDENNING,2761,1082.1
BLACKTOWN,GLENWOOD,2768,1082.1
BLACKTOWN,GRANTHAM FARM,2765,1082.1
BLACKTOWN,HASSALL GROVE,2761,1082.1
BLACKTOWN,HEBERSHAM,2770,1082.1
BLACKTOWN,HUNTINGWOOD,2148,1082.1
BLACKTOWN,KELLYVILLE RIDGE,2155,1082.1
BLACKTOWN,KINGS LANGLEY,2147,1082.1
BLACKTOWN,KINGS PARK,2148,1082.1
BLACKTOWN,LALOR PARK,2147,1082.1
BLACKTOWN,LETHBRIDGE PARK,2770,1082.1
BLACKTOWN,MARAYONG,2148,1082.1
BLACKTOWN,MARSDEN PARK,2765,1082.1
BLACKTOWN,MELONBA,2765,1082.1
BLACKTOWN,MINCHINBURY,2770,1082.1
BLACKTOWN,MOUNT DRUITT,2770,1082.1
BLACKTOWN,NIRIMBA FIELDS,2763,1082.1
BLACKTOWN,OAKHURST,2761,1082.1
BLACKTOWN,PARKLEA,2768,1082.1
BLACKTOWN,PLUMPTON,2761,1082.1
BLACKTOWN,PROSPECT,2148,1082.1
BLACKTOWN,QUAKERS HILL,2763,1082.1
BLACKTOWN,RICHARDS,2765,1082.1
BLACKTOWN,RIVERSTONE,2765,1082.1
BLACKTOWN,ROOTY HILL,2766,1082.1
BLACKTOWN,ROPES CROSSING,2760,1082.1
BLACKTOWN,ROUSE HILL,2155,1082.1
BLACKTOWN,SCHOFIELDS,2762,1082.1
BLACKTOWN,SEVEN HILLS,2147,1082.1
BLACKTOWN,SHALVEY,2770,1082.1
BLACKTOWN,SHANES PARK,2747,1082.1
BLACKTOWN,ST MARYS,2760,1082.1
BLACKTOWN,STANHOPE GARDENS,2768,1082.1
BLACKTOWN,TALLAWONG,2762,1082.1
BLACKTOWN,THE PONDS,2769,1082.1
BLACKTOWN,TOONGABBIE,2146,1082.1
BLACKTOWN,TREGEAR,2770,1082.1
BLACKTOWN,VINEYARD,2765,1082.1
BLACKTOWN,WHALAN,2770,1082.1
BLACKTOWN,WILLMOT,2770,1082.1
BLACKTOWN,WOODCROFT,2767,1082.1
BLAND,ALLEENA,2671,1121.9
BLAND,ARDLETHAN,2665,1121.9
BLAND,ARIAH PARK,2665,1121.9
BLAND,BACK CREEK,2671,1121.9
BLAND,BARELLAN,2665,1121.9
BLAND,BARMEDMAN,2668,1121.9
BLAND,BECKOM,2665,1121.9
BLAND,BLAND,2721,1121.9
BLAND,GIRRAL,2669,1121.9
BLAND,KAMARAH,2665,1121.9
BLAND,KIKOIRA,2669,1121.9
BLAND,LAKE COWAL,2671,1121.9
BLAND,MIRROOL,2665,1121.9
BLAND,MOOMBOOLDOOL,2665,1121.9
BLAND,MORANGARELL,2666,1121.9
BLAND,NARADHAN,2669,1121.9
BLAND,NORTH YALGOGRIN,2671,1121.9
BLAND,QUANDIALLA,2721,1121.9
BLAND,RANKINS SPRINGS,2669,1121.9
BLAND,TALLIMBA,2669,1121.9
BLAND,UNGARIE,2669,1121.9
BLAND,WEETHALLE,2669,1121.9
BLAND,WEST WYALONG,2671,1121.9
BLAND,WYALONG,2671,1121.9
BLAYNEY,ARKELL,2795,894.4
BLAYNEY,BARRY,2799,894.4
BLAYNEY,BLAYNEY,2799,894.4
BLAYNEY,BROWNS CREEK,2799,894.4
BLAYNEY,BURNT YARDS,2792,894.4
BLAYNEY,CALOOLA,2795,894.4
BLAYNEY,CARCOAR,2791,894.4
BLAYNEY,ERROWANBANG,2791,894.4
BLAYNEY,FOREST REEFS,2798,894.4
BLAYNEY,FOUR MILE CREEK,2800,894.4
BLAYNEY,GARLAND,2797,894.4
BLAYNEY,HOBBYS YARDS,2795,894.4
BLAYNEY,KINGS PLAINS,2799,894.4
BLAYNEY,LYNDHURST,2797,894.4
BLAYNEY,MANDURAMA,2792,894.4
BLAYNEY,MILLTHORPE,2798,894.4
BLAYNEY,MOORILDA,2795,894.4
BLAYNEY,NEVILLE,2799,894.4
BLAYNEY,NEWBRIDGE,2795,894.4
BLAYNEY,PANUARA,2800,894.4
BLAYNEY,TALLWOOD,2798,894.4
BLUE MOUNTAINS,BELL,2786,458.8
BLUE MOUNTAINS,BERAMBING,2758,458.8
BLUE MOUNTAINS,BILPIN,2758,458.8
BLUE MOUNTAINS,BLACKHEATH,2785,458.8
BLUE MOUNTAINS,BLAXLAND,2774,458.8
BLUE MOUNTAINS,BLUE MOUNTAINS NATIONAL PARK,,458.8
BLUE MOUNTAINS,BULLABURRA,2784,458.8
BLUE MOUNTAINS,FAULCONBRIDGE,2776,458.8
BLUE MOUNTAINS,GLENBROOK,2773,458.8
BLUE MOUNTAINS,HAWKESBURY HEIGHTS,2777,458.8
BLUE MOUNTAINS,HAZELBROOK,2779,458.8
BLUE MOUNTAINS,KATOOMBA,2780,458.8
BLUE MOUNTAINS,LAPSTONE,2773,458.8
BLUE MOUNTAINS,LAWSON,2783,458.8
BLUE MOUNTAINS,LEONAY,2750,458.8
BLUE MOUNTAINS,LEURA,2780,458.8
BLUE MOUNTAINS,LINDEN,2778,458.8
BLUE MOUNTAINS,LITTLE HARTLEY,2790,458.8
BLUE MOUNTAINS,MEDLOW BATH,2780,458.8
BLUE MOUNTAINS,MEGALONG VALLEY,2785,458.8
BLUE MOUNTAINS,MOUNT IRVINE,2786,458.8
BLUE MOUNTAINS,MOUNT RIVERVIEW,2774,458.8
BLUE MOUNTAINS,MOUNT TOMAH,2758,458.8
BLUE MOUNTAINS,MOUNT VICTORIA,2786,458.8
BLUE MOUNTAINS,MOUNT WILSON,2786,458.8
BLUE MOUNTAINS,SPRINGWOOD,2777,458.8
BLUE MOUNTAINS,SUN VALLEY,2777,458.8
BLUE MOUNTAINS,VALLEY HEIGHTS,2777,458.8
BLUE MOUNTAINS,WARRIMOO,2774,458.8
BLUE MOUNTAINS,WENTWORTH FALLS,2782,458.8
BLUE MOUNTAINS,WINMALEE,2777,458.8
BLUE MOUNTAINS,WOODFORD,2778,458.8
BLUE MOUNTAINS,YELLOW ROCK,2777,458.8
BOGAN,BABINDA,2825,n.c.
BOGAN,BOBADAH,2877,n.c.
BOGAN,BUDDABADAH,2825,n.c.
BOGAN,BYROCK,2831,n.c.
BOGAN,CANBELEGO,2835,n.c.
BOGAN,CANONBA,2825,n.c.
BOGAN,COOLABAH,2831,n.c.
BOGAN,FIVE WAYS,2873,n.c.
BOGAN,GIRILAMBONE,2831,n.c.
BOGAN,HERMIDALE,2831,n.c.
BOGAN,HONEYBUGLE,2825,n.c.
BOGAN,MIANDETTA,2825,n.c.
BOGAN,MULLA,2825,n.c.
BOGAN,MURRAWOMBIE,2825,n.c.
BOGAN,NYNGAN,2825,n.c.
BOGAN,PANGEE,2825,n.c.
BOGAN,THE MARRA,2831,n.c.
BOURKE,BARRINGUN,2840,n.c.
BOURKE,BOURKE,2840,n.c.
BOURKE,BYROCK,2831,n.c.
BOURKE,ENNGONIA,2840,n.c.
BOURKE,FORDS BRIDGE,2840,n.c.
BOURKE,GUMBALIE,2840,n.c.
BOURKE,GUNDERBOOKA,2840,n.c.
BOURKE,HUNGERFORD,2840,n.c.
BOURKE,LOUTH,2840,n.c.
BOURKE,NORTH BOURKE,2840,n.c.
BOURKE,WANAARING,2840,n.c.
BOURKE,YANTABULLA,2840,n.c.
BREWARRINA,ANGLEDOOL,2834,n.c.
BREWARRINA,BREWARRINA,2839,n.c.
BREWARRINA,BYROCK,2831,n.c.
BREWARRINA,COLLERINA,2839,n.c.
BREWARRINA,COOLABAH,2831,n.c.
BREWARRINA,ENNGONIA,2840,n.c.
BREWARRINA,GONGOLGON,2839,n.c.
BREWARRINA,GOODOOGA,2838,n.c.
BREWARRINA,NARRAN LAKE,2839,n.c.
BREWARRINA,TALAWANTA,2839,n.c.
BREWARRINA,THE MARRA,2831,n.c.
BREWARRINA,WEILMORINGLE,2839,n.c.
BROKEN HILL,BROKEN HILL,2880,2442.9
BURWOOD,BURWOOD,2134,494.9
BURWOOD,BURWOOD HEIGHTS,2136,494.9
BURWOOD,CROYDON,2132,494.9
BURWOOD,CROYDON PARK,2133,494.9
BURWOOD,ENFIELD,2136,494.9
BURWOOD,STRATHFIELD,2135,494.9
BYRON,BANGALOW,2479,1000.5
BYRON,BILLINUDGEL,2483,1000.5
BYRON,BINNA BURRA,2479,1000.5
BYRON,BOOYONG,2480,1000.5
BYRON,BROKEN HEAD,2481,1000.5
BYRON,BRUNSWICK HEADS,2483,1000.5
BYRON,BYRON BAY,2481,1000.5
BYRON,CLUNES,2480,1000.5
BYRON,COOPERS SHOOT,2479,1000.5
